location_name_en,location_name_tr,magnitude,latitude,longitude,peak_ground_velocity_reverse,peak_ground_velocity_normal,intensity_reverse,z,z3,z5,internsity_normal
"Artvin","ArtvİN",7,40.6,41.1,3.2188,3.574407,5.447,40.6,40.6,.01,5.547842
"Artvin","ArtvİN",6.5,40.65,41.95,1.3475,1.496369,4.6534,40.65,40.65,0,4.744653
"Artvin","ArtvİN",6,41.75,39.95,.69942,.7766905,4.1086,41.75,41.75,0,4.192649
"Artvin","ArtvİN",7.5,40.65,41.95,4.9083,5.45056,5.8603,40.65,40.65,0,5.965824
"Artvin","ArtvİN",7,40.6,41,3.1996,3.553086,5.4412,40.6,40.6,.01,5.542049
"Artvin","ArtvİN",6,40.6,41,.75984,.8437857,4.175,40.6,40.6,.01,4.25989
"Artvin","ArtvİN",8,41.65,41.65,13.871,15.40344,6.9581,41.65,41.65,0,7.075148
"Artvin","ArtvİN",6.5,41.5,41.8,2.2828,2.534999,5.1242,41.5,41.5,0,5.221333
"Artvin","ArtvİN",8,40.6,40.9,9.1714,10.18464,6.5072,40.6,40.6,.01,6.619723
"Artvin","ArtvİN",7.5,40.6,40.9,5.6398,6.262875,6.0005,40.6,40.6,.01,6.107563
"Artvin","ArtvİN",7,40.6,40.9,3.158,3.50689,5.4287,40.6,40.6,.01,5.529394
"Artvin","ArtvİN",8,41.2,41.95,9.6229,10.68602,6.5587,41.2,41.2,0,6.671696
"Artvin","ArtvİN",8,42.85,41.35,13.581,15.0814,6.9346,42.85,42.85,.01,7.051451
"Artvin","ArtvİN",6,41.05,41.9,.77888,.8649292,4.1949,41.05,41.05,.01,4.280115
"Artvin","ArtvİN",8,41.6,40.6,13.614,15.11805,6.9373,41.6,41.6,.01,7.054171
"Artvin","ArtvİN",7.5,43.1,41.3,7.4124,8.231308,6.2822,43.1,43.1,.01,6.392364
"Artvin","ArtvİN",7.5,41.65,41.7,8.6493,9.604857,6.4448,41.65,41.65,0,6.556664
"Artvin","ArtvİN",7.5,42.45,41.9,7.1933,7.988002,6.2509,42.45,42.45,0,6.360712
"Artvin","ArtvİN",6.5,40.6,40.7,1.5312,1.700364,4.7648,40.6,40.6,.01,4.857522
"Artvin","ArtvİN",8,42.85,40.05,8.6627,9.619739,6.4465,42.85,42.85,.01,6.558324
"Artvin","ArtvİN",7,41.05,41.9,3.2637,3.624267,5.4602,41.05,41.05,.01,5.561266
"Artvin","ArtvİN",7,43.4,40.4,2.8943,3.214057,5.3458,43.4,43.4,0,5.445532
