location_name_en,location_name_tr,magnitude,latitude,longitude,peak_ground_velocity_reverse,peak_ground_velocity_normal,intensity_reverse,z,z3,z5,internsity_normal
"Aydin","Aydin",6.5,28.75,37.7,5.2636,5.845112,5.9305,28.75,28.75,0,6.036874
"Aydin","Aydin",7,28.5,37.3,7.9515,8.829967,6.3559,28.5,28.5,0,6.466796
"Aydin","Aydin",8,28.5,36.7,10.05,11.16031,6.6054,28.5,28.5,0,6.718873
"Aydin","Aydin",7,29.3,37.7,4.3924,4.877664,5.7497,29.3,29.3,.01,5.853985
"Aydin","Aydin",8,28.05,36.6,9.3612,10.39541,6.5291,28.05,28.05,.01,6.641846
"Aydin","Aydin",7.5,28.25,37.5,23.177,25.73755,7.5427,28.25,28.25,0,7.665405
"Aydin","Aydin",7,27.35,36.95,3.3585,3.729541,5.4877,27.35,27.35,0,5.589079
"Aydin","Aydin",6,28.65,36.5,.69403,.7707051,4.1025,28.65,28.65,.01,4.186408
"Aydin","Aydin",7,28.45,36.8,3.9454,4.38128,5.644,28.45,28.45,0,5.747137
"Aydin","Aydin",7,27.9,37.75,9.3719,10.40729,6.5304,27.9,27.9,.01,6.643082
"Aydin","Aydin",8,28.4,37.9,26.131,29.0179,7.6833,28.4,28.4,.01,7.807349
"Aydin","Aydin",7,26.8,37.85,2.9683,3.296232,5.3697,26.8,26.8,.01,5.46973
"Aydin","Aydin",7,28.4,37.1,5.7589,6.395133,6.0217,28.4,28.4,.01,6.129061
"Aydin","Aydin",7,28.35,38.6,3.773,4.189834,5.6004,28.35,28.35,0,5.703014
"Aydin","Aydin",6.5,26.85,37.25,1.468,1.630182,4.7279,26.85,26.85,0,4.820106
"Aydin","Aydin",8,28.45,36.8,10.845,12.04314,6.6878,28.45,28.45,0,6.80206
"Aydin","Aydin",8,27.7,37.85,15.603,17.32679,7.0896,27.7,27.7,0,7.207977
"Aydin","Aydin",6,28.3,38.5,1.0617,1.178995,4.4501,28.3,28.3,.01,4.538734
"Aydin","Aydin",6,28.3,36.9,1.1408,1.266833,4.5108,28.3,28.3,.01,4.600176
"Aydin","Aydin",6.5,28.25,38.15,3.8307,4.253908,5.6152,28.25,28.25,0,5.717978
"Aydin","Aydin",7,28.25,37.95,10.953,12.16307,6.6985,28.25,28.25,0,6.812932
"Aydin","Aydin",7,28.25,36.4,2.8266,3.138877,5.3234,28.25,28.25,0,5.422906
"Aydin","Aydin",8,29.6,37.4,9.5824,10.64105,6.5542,29.6,29.6,0,6.667125
"Aydin","Aydin",7.5,29.35,38,6.8503,7.607108,6.2001,29.35,29.35,0,6.309375
"Aydin","Aydin",6.5,28.25,36.75,1.9672,2.184533,4.9884,28.25,28.25,0,5.083814
"Aydin","Aydin",6,28.5,38.3,1.4056,1.560888,4.69,28.5,28.5,0,4.781744
"Aydin","Aydin",6.5,26.8,37.7,1.5163,1.683818,4.7563,26.8,26.8,.01,4.848825
"Aydin","Aydin",8,29.65,37.7,9.5726,10.63016,6.5531,29.65,29.65,.01,6.666016
"Aydin","Aydin",6.5,28.9,38.7,1.6146,1.792978,4.8116,28.9,28.9,.01,4.904868
