location_name_en,location_name_tr,magnitude,latitude,longitude,peak_ground_velocity_reverse,peak_ground_velocity_normal,intensity_reverse,z,z3,z5,internsity_normal
"Amasya","Amasya",7,34.45,39.9,2.7872,3.095124,5.3102,34.45,34.45,0,5.409516
"Amasya","Amasya",6.5,34.3,40.75,1.556,1.727904,4.779,34.3,34.3,.01,4.871834
"Amasya","Amasya",7.5,34.65,40.15,6.0553,6.724278,6.073,34.65,34.65,0,6.180879
"Amasya","Amasya",7.5,34.65,40.05,5.8213,6.464426,6.0327,34.65,34.65,0,6.140166
"Amasya","Amasya",6.5,35.3,41.5,1.9382,2.152329,4.975,35.3,35.3,.01,5.070216
"Amasya","Amasya",6,35.3,40.25,1.6063,1.783761,4.8071,35.3,35.3,.01,4.900254
"Amasya","Amasya",6.5,35.3,40.15,2.8348,3.147983,5.3262,35.3,35.3,.01,5.425673
"Amasya","Amasya",7.5,34.35,40.4,5.5348,6.146274,5.9814,34.35,34.35,.01,6.088269
"Amasya","Amasya",8,36,41.95,8.306,9.223631,6.4019,36,36,0,6.513302
"Amasya","Amasya",7,34.1,40.75,2.7442,3.047374,5.2956,34.1,34.1,.01,5.394709
"Amasya","Amasya",6,35.7,41.05,2.3102,2.565427,5.1353,35.7,35.7,0,5.232461
"Amasya","Amasya",8,34.8,41.7,8.3022,9.219412,6.4014,34.8,34.8,.01,6.512813
"Amasya","Amasya",6.5,34.8,41.6,1.478,1.641287,4.7338,34.8,34.8,.01,4.826119
"Amasya","Amasya",7,34.8,41.5,3.098,3.440261,5.4104,34.8,34.8,.01,5.510876
"Amasya","Amasya",6.5,34.8,41.5,1.5759,1.750002,4.7902,34.8,34.8,.01,4.883173
"Amasya","Amasya",7,34.8,41.45,3.1884,3.540648,5.4379,34.8,34.8,.01,5.538657
"Amasya","Amasya",6.5,34.8,41.35,1.7361,1.927901,4.876,34.8,34.8,.01,4.970119
"Amasya","Amasya",7,34.8,41.3,3.4741,3.857912,5.5203,34.8,34.8,.01,5.622063
